animal,type [1],mouse [2],lineage [3],DOB [4],date [5],age [6],weight [7],description [8],recordingBatch [9],rec. computer[10],recording folder [11],recordings [12],comment [13],,,,,,,,,,,,
,,,,,230517,87,21.5,locomotion recording with motorization,,,2023.05.17_000,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 13cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.17_005,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 13cm/s",,,,,,,,,,,,
,,,,,230519,89,22.5,locomotion recording with motorization,,,2023.05.19_000,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization + calcium imaging,,,2023.05.19_005,"locomotionTriggerSIAndMotor60sec_000, f17_train3_00001-5.tif","910nm, speed: 14cm/s",,,,,,,,,,,,
,,,,,230523,93,22.8,locomotion recording with motorization,,,,,"Behavior only, speed: 14cm/s",,,,,,,,,,,,
,,,,,230524,94,21.6,locomotion recording with motorization and obstacle + calcium imaging,,,2023.05.24_001,"locomotionTriggerSIAndMotor60sec_Bonsai_000, f17_obstacle1_00001-8.tif","910nm, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle,,,2023.05.24_006,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4,5,6,7","Behavior only, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,230525,95,21,locomotion recording with motorization and obstacle ,,,2023.05.25_000,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4,5,6,7","910nm, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.05.25_005,"locomotionTriggerSIAndMotor60sec_Bonsai_000, f17_obstacle2_00001-8.tif","Behavior only, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,230526,96,22.6,locomotion recording with motorization and obstacle ,,,2023.05.26_000,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4,5,6,7","910nm, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.05.26_005,"locomotionTriggerSIAndMotor60sec_Bonsai_000, f17_obstacle3_00001-8.tif","Behavior only, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,230621,122,24.4,locomotion recording with motorization + calcium imaging,,,2023.06.21_000,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4, f17_new_00001-5.tif","910nm, speed: 7cm/s",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, f17_new_00006.tif","820nm, speed: 7cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.21_005,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f17_new_2_00001-5.tif","910nm, speed: 14cm/s, whisker video config is wrong, whiker LED doesn't blink",,,,,,,,,,,,
,,,,,230622,123,24.4,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.22_000,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f17_half_whisk_00001-5.tif","Left whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.22_005,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f17_half_whisk2_00001-5.tif","Left whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,230623,124,24.4,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.23_000,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f17_new_00001-5.tif","All whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.23_005,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f17_new_00001-5.tif","All whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization + calcium imaging,,,2023.06.23_006,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4, f17_new_00001-5.tif","All whiskers trimmed ! 910nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, f17_new_00006.tif","All whiskers trimmed ! 820nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,230719,150,23.6,locomotion recording with motorization + calcium imaging,,,2023.07.19_000,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4, f17_postwhis_00001-5.tif","whiskers grown back ! 910nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,,,,,locomotionTriggerSIAndMotor60sec_001 f17_postwhis_00006.tif,"whiskers grown back ! 820nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.07.19_001,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f18_postwhis_00001-5.tif","whiskers grown back ! 910nm, speed: 14cm/s ",,,,,,,,,,,,
230219_f18,B6-PV Cre,female #18,B6-PV Cre,230219,230411,51,,virus injection in simplex and Chronic window & headplate surgery,,,,,surgery went relatively well - right eye malformation,,,,,,,,,,,,
,,,,,230504,74,18.6,Habituation 1,,,,,5min free walking on mesh,,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,5min free walking on mesh + 10mn head fix on mesh,,,,,,,,,,,,
,,,,,230505,75,19,Habituation 3,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230509,79,19.5,Habituation 5,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230510,80,18.8,Habituation 6,,,,,10min head-fixed motorized on mesh - speed: 10cm/s,,,,,,,,,,,,
,,,,,230511,81,19,Habituation 7,,,,,10min head-fixed motorized on mesh - speed: 10cm/s + check window,,,,,,,,,,,,
,,,,,230512,82,19.2,locomotion recording with motorization + calcium imaging,,,2023.05.12_001,"locomotionTriggerSIAndMotor60sec_000, f18_train1_00001-5.tif","910nm, speed: 10cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.12_006,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 10cm/s",,,,,,,,,,,,
,,,,,230515,85,19,locomotion recording with motorization,,,2023.05.15_001,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 11cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.15_006,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 11cm/s",,,,,,,,,,,,
,,,,,230516,86,18.7,locomotion recording with motorization + calcium imaging,,,2023.05.16_001,"locomotionTriggerSIAndMotor60sec_000, f18_train2_00001-5.tif","910nm, speed: 12cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.16_006,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 12cm/s",,,,,,,,,,,,
,,,,,230517,87,19.3,locomotion recording with motorization,,,2023.05.17_001,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 13cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.17_006,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 13cm/s",,,,,,,,,,,,
,,,,,230519,89,19,locomotion recording with motorization,,,2023.05.19_001,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization + calcium imaging,,,2023.05.19_006,"locomotionTriggerSIAndMotor60sec_000, f18_train3_00001-5.tif","910nm, speed: 14cm/s",,,,,,,,,,,,
,,,,,230523,93,19.5,locomotion recording with motorization,,,,,"Behavior only, speed: 14cm/s",,,,,,,,,,,,
,,,,,230524,94,18.6,locomotion recording with motorization and obstacle + calcium imaging,,,2023.05.24_002,"locomotionTriggerSIAndMotor60sec_Bonsai_000, f18_obstacle1_00001-8.tif","910nm, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle,,,2023.05.24_007,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4,5,6,7","Behavior only, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,230525,95,18.8,locomotion recording with motorization and obstacle ,,,2023.05.25_001,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4,5,6,7","910nm, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.05.25_006,"locomotionTriggerSIAndMotor60sec_Bonsai_000, f18_obstacle2_00001-8.tif","Behavior only, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,230526,96,18.7,locomotion recording with motorization and obstacle ,,,2023.05.26_001,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4,5,6,7","910nm, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.05.26_006,"locomotionTriggerSIAndMotor60sec_Bonsai_000, f18_obstacle3_00001-8.tif","Behavior only, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,230621,122,22.5,locomotion recording with motorization + calcium imaging,,,2023.06.21_001,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4, f18_new_00001-5.tif","910nm, speed: 7cm/s",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, f18_new_00006.tif","820nm, speed: 7cm/s",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, f18_new_00007.tif","910nm, speed: 7cm/s, basket cells layer",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.21_006,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f18_new_2_00001-5.tif","910nm, speed: 14cm/s, whisker video config is wrong, whiker LED doesn't blink",,,,,,,,,,,,
,,,,,230622,123,22.5,locomotion recording with motorization and obstacle,,,2023.06.22_001,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f18_half_whisk_00001-5.tif","NO TIF Files !!!! Left whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.22_006,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f18_half_whisk2_00001-5.tif","Left whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,230623,124,22.5,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.23_001,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f18_new_00001-5.tif","All whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.23_007,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f18_new_00001-5.tif","All whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization + calcium imaging,,,2023.06.23_008,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4, f18_new_00001-5.tif","All whiskers trimmed ! 910nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, f18_new_00006.tif","All whiskers trimmed ! 820nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_002, f18_new_00007.tif","All whiskers trimmed ! 910nm, speed: 7cm/s basket layer",,,,,,,,,,,,
,,,,,230719,150,16.2,locomotion recording with motorization + calcium imaging,,,2023.07.19_002,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4, f18_postwhis_00001-5.tif","whiskers grown back ! 910nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,,,,,locomotionTriggerSIAndMotor60sec_001 f18_postwhis_00006.tif,"whiskers grown back ! 820nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.07.19_003,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f18_postwhis_00001-5.tif","whiskers grown back ! 910nm, speed: 14cm/s ",,,,,,,,,,,,
230219_f19,B6-PV Cre,female #19,B6-PV Cre,230219,230411,51,,virus injection in simplex and Chronic window & headplate surgery,,,,,hemorrhage,,,,,,,,,,,,
,,,,,230504,74,20.3,Habituation 1,,,,,5min free walking on mesh,,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,5min free walking on mesh + 10mn head fix on mesh,,,,,,,,,,,,
,,,,,230505,75,21,Habituation 3,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230509,79,20.8,Habituation 5,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230510,80,21.5,Habituation 6,,,,,10min head-fixed motorized on mesh - speed: 10cm/s,,,,,,,,,,,,
,,,,,230511,81,20.9,Habituation 7,,,,,10min head-fixed motorized on mesh - speed: 10cm/s + check window,,,,,,,,,,,,
,,,,,230512,82,21,locomotion recording with motorization + calcium imaging,,,2023.05.12_002,"locomotionTriggerSIAndMotor60sec_000, f19_train1_00001-5.tif","910nm, speed: 10cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.12_007,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 10cm/s",,,,,,,,,,,,
,,,,,230515,85,22,locomotion recording with motorization,,,2023.05.15_002,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 11cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.15_007,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 11cm/s",,,,,,,,,,,,
,,,,,230516,86,21.3,locomotion recording with motorization + calcium imaging,,,2023.05.16_002,"locomotionTriggerSIAndMotor60sec_000, f19_train2_00001-5.tif","910nm, speed: 12cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.16_007,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 12cm/s",,,,,,,,,,,,
,,,,,230517,87,21.5,locomotion recording with motorization,,,2023.05.17_002,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 13cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.17_007,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 13cm/s",,,,,,,,,,,,
,,,,,230519,89,21.7,locomotion recording with motorization,,,2023.05.19_002,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization + calcium imaging,,,2023.05.19_007,"locomotionTriggerSIAndMotor60sec_000, f19_train3_00001-5.tif","910nm, speed: 14cm/s",,,,,,,,,,,,
,,,,,230523,93,21.4,locomotion recording with motorization,,,,,"Behavior only, speed: 14cm/s",,,,,,,,,,,,
,,,,,230524,94,21.3,locomotion recording with motorization and obstacle + calcium imaging,,,2023.05.24_003,"locomotionTriggerSIAndMotor60sec_Bonsai_000, f18_obstacle1_00001-8.tif","910nm, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle,,,2023.05.24_008,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4,5,6,7","Behavior only, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,230525,95,21.3,locomotion recording with motorization and obstacle ,,,2023.05.25_002,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4,5,6,7","910nm, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.05.25_007,"locomotionTriggerSIAndMotor60sec_Bonsai_000, f19_obstacle2_00001-8.tif","Behavior only, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,230526,96,21.2,locomotion recording with motorization and obstacle ,,,2023.05.26_002,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4,5,6,7","910nm, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.05.26_007,"locomotionTriggerSIAndMotor60sec_Bonsai_000, f19_obstacle3_00001-8.tif","Behavior only, speed: 14cm/s, obstacle probability 0.5",,,,,,,,,,,,
,,,,,230621,122,23.3,locomotion recording with motorization + calcium imaging,,,2023.06.21_002,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4, f19_new_00001-5.tif","910nm, speed: 7cm/s",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, f19_new_00006.tif","820nm, speed: 7cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.21_007,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f19_new_2_00001-5.tif","910nm, speed: 14cm/s, whisker video config is wrong, whiker LED doesn't blink",,,,,,,,,,,,
,,,,,230622,123,23.3,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.22_002,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f19_half_whisk_00001-5.tif","Left whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.22_007,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f19_half_whisk2_00001-5.tif","Left whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,230623,124,23.3,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.23_002,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f19_new_00001-5.tif","All whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.06.23_009,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f19_new_00001-5.tif","All whiskers trimmed !, 910nm, speed: 14cm/s, whisker video ok",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization + calcium imaging,,,2023.06.23_010,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4, f19_new_00001-5.tif","All whiskers trimmed ! 910nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, f19_new_00006.tif","All whiskers trimmed ! 820nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,230719,150,23.6,locomotion recording with motorization + calcium imaging,,,2023.07.19_004,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4, f19_postwhis_00001-5.tif","whiskers grown back ! 910nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,,,,,locomotionTriggerSIAndMotor60sec_001 f19_postwhis_00006.tif,"whiskers grown back ! 820nm, speed: 7cm/s ",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization and obstacle + calcium imaging,,,2023.07.19_005,"locomotionTriggerSIAndMotor60sec_Bonsai_000,1,2,3,4, f19_postwhis_00001-5.tif","whiskers grown back ! 910nm, speed: 14cm/s ",,,,,,,,,,,,
230219_m20,B6-PV Cre,male #20,B6-PV Cre,230219,230411,51,,virus injection in simplex and Chronic window & headplate surgery,,,,,surgery went relatively well,,,,,,,,,,,,
,,,,,230504,74,19.8,Habituation 1,,,,,5min free walking on mesh,,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,5min free walking on mesh + 10mn head fix on mesh,,,,,,,,,,,,
,,,,,230505,75,20.8,Habituation 3,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230509,79,21,Habituation 5,,,,,10min head-fixed motorized on mesh - head piece repair because of bleeding,,,,,,,,,,,,
,,,,,230510,80,20.3,Habituation 6,,,,,10min head-fixed motorized on mesh - speed: 10cm/s,,,,,,,,,,,,
,,,,,230511,81,20.2,Habituation 7,,,,,10min head-fixed motorized on mesh - speed: 10cm/s + check window,,,,,,,,,,,,
,,,,,230512,82,19.8,locomotion recording with motorization + calcium imaging,,,2023.05.12_003,"locomotionTriggerSIAndMotor60sec_000, m20_train1_00001-5.tif","910nm, speed: 10cm/s",,,,,,,,,,,,
